Predicted_FRP,FRP_1_days_ago
-2.0407677,-2.0
-2.0407677,-2.0
-2.0448458,-2.0
-2.0448458,-2.0
-2.0448458,-2.0
-2.057023,-2.0
-2.057023,-2.0
-2.0476298,-2.0
-2.0476298,-2.0
-2.0476298,-2.0
-2.0367954,-2.0
-2.0367954,-2.0
-2.0399845,-2.0
-2.0399845,-2.0
-2.0399845,-2.0
-2.0597963,-2.0
-2.0597963,-2.0
-2.0903902,-2.0
-2.0903902,-2.0
-2.0903902,-2.0
-2.0965834,-2.0
-2.0965834,-2.0
-2.0965166,-2.0
-2.0965166,-2.0
-2.0965166,-2.0
-2.0952146,-2.0
-2.0952146,-2.0
-2.0933907,-2.0
-2.0933907,-2.0
-2.0933907,-2.0
-2.088745,-2.0
-2.088745,-2.0
-2.0795178,-2.0
-2.0795178,-2.0
-2.0795178,-2.0
-2.0622916,-2.0
-2.0622916,-2.0
-2.0358162,-2.0
-2.0358162,-2.0
-2.0358162,-2.0
-2.0026467,-2.0
-2.0026467,-2.0
-1.9606018,-2.0
-1.9606018,-2.0
-1.9606018,-2.0
-1.9142034,-2.0
-1.9142034,-2.0
-1.8918374,-2.0
-1.8918374,-2.0
-1.8918374,-2.0
-1.8858161,-2.0
-1.8858161,-2.0
-1.8852202,-2.0
-1.8852202,-2.0
-1.8852202,-2.0
-1.8920779,-2.0
-1.8920779,-2.0
-1.8921636,-2.0
-1.8921636,-2.0
-1.8921636,-2.0
-1.9173121,-2.0
-1.9173121,-2.0
-1.941575,-2.0
-1.941575,-2.0
-1.941575,-2.0
-1.9800838,-2.0
-1.9800838,-2.0
-1.999668,-2.0
-1.999668,-2.0
-1.999668,-2.0
-2.0041652,-2.0
-2.0041652,-2.0
-2.0100806,-2.0
-2.0100806,-2.0
-2.0100806,-2.0
-2.0230691,-2.0
-2.0230691,-2.0
-2.0269668,-2.0
-2.0269668,-2.0
-2.0269668,-2.0
-2.0262156,-2.0
-2.0262156,-2.0
-2.0257506,-2.0
-2.0257506,-2.0
-2.0257506,-2.0
-2.028898,-2.0
-2.028898,-2.0
-2.0355513,-2.0
-2.0355513,-2.0
-2.0355513,-2.0
-2.0445228,-2.0
-2.0445228,-2.0
-2.0363822,-2.0
-2.0363822,-2.0
-2.0363822,-2.0
-2.0143645,-2.0
-2.0143645,-2.0
-1.9727085,-2.0
-1.9727085,-2.0
-1.9727085,-2.0
-1.9343386,-2.0
-1.9343386,-2.0
-1.9115236,-2.0
-1.9115236,-2.0
-1.9115236,-2.0
-1.8970783,-2.0
-1.8970783,-2.0
-1.8968797,-2.0
-1.8968797,-2.0
-1.8968797,-2.0
-1.8967779,-2.0
-1.8967779,-2.0
-1.8968656,-2.0
-1.8968656,-2.0
-1.8968656,-2.0
-1.897057,-2.0
-1.897057,-2.0
-1.8968565,-2.0
-1.8968565,-2.0
-1.8968565,-2.0
-1.8926147,-2.0
-1.8926147,-2.0
-1.8884238,-2.0
-1.8884238,-2.0
-1.8884238,-2.0
-1.8834206,-2.0
-1.8834206,-2.0
-1.879119,-2.0
-1.879119,-2.0
-1.879119,-2.0
-1.87713,-2.0
-1.87713,-2.0
-1.8749002,-2.0
-1.8749002,-2.0
-1.8749002,-2.0
-1.8743844,-2.0
-1.8743844,-2.0
-1.8792794,-2.0
-1.8792794,-2.0
-1.8792794,-2.0
-1.8901381,-2.0
-1.8901381,-2.0
-1.8907288,-2.0
-1.8907288,-2.0
-1.8907288,-2.0
-1.8914992,-2.0
-1.8914992,-2.0
-1.8919605,-2.0
-1.8919605,-2.0
-1.8919605,-2.0
-1.8918118,-2.0
-1.8918118,-2.0
-1.8867396,-2.0
-1.8867396,-2.0
-1.8867396,-2.0
-1.8935378,-2.0
-1.8935378,-2.0
-1.8962079,-2.0
-1.8962079,-2.0
-1.8962079,-2.0
-1.899726,-2.0
-1.899726,-2.0
-1.9073973,-2.0
-1.9073973,-2.0
-1.9073973,-2.0
-1.9084847,-2.0
-1.9084847,-2.0
-1.9096103,-2.0
-1.9096103,-2.0
-1.9096103,-2.0
-1.9091864,-2.0
-1.9091864,-2.0
-1.9091218,-2.0
-1.9091218,-2.0
-1.9091218,-2.0
-1.9081252,-2.0
-1.9081252,-2.0
-1.9064837,-2.0
-1.9064837,-2.0
-1.9064837,-2.0
-1.4771087,-2.0
-1.27875,-2.0
0.3044286,1.373648997013732
-1.2572976,1.3259084442056006
-1.9247779,-2.0
-1.9090887,-2.0
-1.9224173,-2.0
-1.8612467,-2.0
-1.9137249,-2.0
-1.9152503,-2.0
-1.9107195,-2.0
-1.9107195,-2.0
-1.8876162,-2.0
-1.882423,-2.0
-1.882423,-2.0
-1.8821956,-2.0
-1.8821956,-2.0
-1.9579037,-2.0
-1.9579037,-2.0
-1.9579037,-2.0
-2.0308516,-2.0
-2.0308516,-2.0
-2.025865,-2.0
-2.025865,-2.0
-2.025865,-2.0
-2.009879,-2.0
-2.009528,-2.0
-1.9843853,-2.0
-1.9843853,-2.0
-1.9844279,-2.0
-1.9584055,-2.0
-1.9584055,-2.0
-1.9550742,-2.0
-1.9550742,-2.0
-1.9550742,-2.0
-1.984587,-2.0
-1.984587,-2.0
-1.971609,-2.0
-1.9710655,-2.0
-1.971609,-2.0
-1.9744437,-2.0
-1.9741516,-2.0
-1.972064,-2.0
-1.972064,-2.0
-1.972064,-2.0
-1.9540828,-2.0
-1.9540828,-2.0
-1.9398048,-2.0
-1.9398048,-2.0
-1.9398048,-2.0
-1.9179356,-2.0
-1.9179356,-2.0
-1.9458325,-2.0
-1.9458325,-2.0
-1.9458325,-2.0
-1.952868,-2.0
-1.9513208,-2.0
-1.9289752,-2.0
-1.9289752,-2.0
-1.9289752,-2.0
-1.9302325,-2.0
-1.9302325,-2.0
-1.9155986,-2.0
-1.9172432,-2.0
-1.9172432,-2.0
-1.9112294,-2.0
-1.9112294,-2.0
-1.9096518,-2.0
-1.9096518,-2.0
-1.9096518,-2.0
-1.9141705,-2.0
-1.9141705,-2.0
-1.9100573,-2.0
-1.9100573,-2.0
-1.9082141,-2.0
-1.8839772,-2.0
-1.8870921,-2.0
