Predicted_FRP,FRP_1_days_ago
-2.1124911,-2.0
-2.1124911,-2.0
-2.1137764,-2.0
-2.1137764,-2.0
-2.1137764,-2.0
-2.114861,-2.0
-2.114861,-2.0
-2.1169925,-2.0
-2.1169925,-2.0
-2.1169925,-2.0
-2.1177971,-2.0
-2.1177971,-2.0
-2.1150055,-2.0
-2.1150055,-2.0
-2.1150055,-2.0
-2.1135378,-2.0
-2.1135378,-2.0
-2.1132293,-2.0
-2.1132293,-2.0
-2.1132293,-2.0
-2.110173,-2.0
-2.110173,-2.0
-2.108597,-2.0
-2.108597,-2.0
-2.108597,-2.0
-2.1072173,-2.0
-2.1072173,-2.0
-2.1066298,-2.0
-2.1066298,-2.0
-2.1066298,-2.0
-2.1053941,-2.0
-2.1053941,-2.0
-2.1051624,-2.0
-2.1051624,-2.0
-2.1051624,-2.0
-2.1047685,-2.0
-2.1047685,-2.0
-2.1020992,-2.0
-2.1020992,-2.0
-2.1020992,-2.0
-2.099029,-2.0
-2.099029,-2.0
-2.096599,-2.0
-2.096599,-2.0
-2.096599,-2.0
-2.097034,-2.0
-2.097034,-2.0
-2.097014,-2.0
-2.097014,-2.0
-2.097014,-2.0
-2.0984836,-2.0
-2.0984836,-2.0
-2.0999138,-2.0
-2.0999138,-2.0
-2.0999138,-2.0
-2.0990803,-2.0
-2.0990803,-2.0
-2.0971656,-2.0
-2.0971656,-2.0
-2.0971656,-2.0
-2.097135,-2.0
-2.097135,-2.0
-2.0984159,-2.0
-2.0984159,-2.0
-2.0984159,-2.0
-2.0999682,-2.0
-2.0999682,-2.0
-2.10204,-2.0
-2.10204,-2.0
-2.10204,-2.0
-2.1039495,-2.0
-2.1039495,-2.0
-2.1082096,-2.0
-2.1082096,-2.0
-2.1082096,-2.0
-2.113483,-2.0
-2.113483,-2.0
-2.1175294,-2.0
-2.1175294,-2.0
-2.1175294,-2.0
-2.1220286,-2.0
-2.1220286,-2.0
-2.1258945,-2.0
-2.1258945,-2.0
-2.1258945,-2.0
-2.127907,-2.0
-2.127907,-2.0
-2.1224344,-2.0
