Predicted_FRP,FRP_1_days_ago
-1.9903736,-2.0
-1.9903736,-2.0
-2.0465379,-2.0
-2.0465379,-2.0
-2.0465379,-2.0
-2.07979,-2.0
-2.07979,-2.0
-2.0848224,-2.0
-2.0848224,-2.0
-2.0848224,-2.0
-2.0895739,-2.0
-2.0895739,-2.0
-2.1037562,-2.0
-2.1037562,-2.0
-2.1037562,-2.0
-2.1170702,-2.0
-2.1170702,-2.0
-2.1118813,-2.0
-2.1118813,-2.0
-2.1118813,-2.0
-2.1107984,-2.0
-2.1107984,-2.0
-2.1030688,-2.0
-2.1030688,-2.0
-2.1030688,-2.0
-2.1014557,-2.0
-2.1014557,-2.0
-2.099138,-2.0
-2.099138,-2.0
-2.099138,-2.0
-2.0939894,-2.0
-2.0939894,-2.0
-2.09139,-2.0
-2.09139,-2.0
-2.09139,-2.0
-2.0938811,-2.0
-2.0938811,-2.0
-2.0949655,-2.0
-2.0949655,-2.0
-2.0949655,-2.0
-2.0985134,-2.0
-2.0985134,-2.0
-2.1004553,-2.0
-2.1004553,-2.0
-2.1004553,-2.0
-2.1038074,-2.0
-2.1038074,-2.0
-2.1079085,-2.0
-2.1079085,-2.0
-2.1079085,-2.0
-2.112657,-2.0
-2.112657,-2.0
-2.1111019,-2.0
-2.1111019,-2.0
-2.1111019,-2.0
-2.1103427,-2.0
-2.1103427,-2.0
-2.1134574,-2.0
-2.1134574,-2.0
-2.1134574,-2.0
-2.10655,-2.0
-2.10655,-2.0
-2.1084936,-2.0
-2.1084936,-2.0
-2.1084936,-2.0
-2.1119769,-2.0
-2.1119769,-2.0
-2.1157784,-2.0
-2.1157784,-2.0
-2.1157784,-2.0
-2.1128054,-2.0
-2.1128054,-2.0
-2.1102605,-2.0
-2.1102605,-2.0
-2.1102605,-2.0
-2.1121373,-2.0
-2.1121373,-2.0
-2.1107547,-2.0
-2.1107547,-2.0
-2.1107547,-2.0
-2.114767,-2.0
-2.114767,-2.0
-2.1174216,-2.0
-2.1174216,-2.0
-2.1174216,-2.0
-2.1149814,-2.0
-2.1149814,-2.0
-2.117825,-2.0
-2.117825,-2.0
-2.117825,-2.0
-2.1190302,-2.0
-2.1190302,-2.0
