Predicted_FRP,FRP_1_days_ago
-1.8194427,-2.0
-1.8194427,-2.0
-1.8202478,-2.0
-1.8202478,-2.0
-1.8202478,-2.0
-1.8205743,-2.0
-1.8205743,-2.0
-1.8207854,-2.0
-1.8207854,-2.0
-1.8207854,-2.0
-1.8213923,-2.0
-1.8213923,-2.0
-1.8226497,-2.0
-1.8226497,-2.0
-1.8226497,-2.0
-1.8237973,-2.0
-1.8237973,-2.0
-1.8243426,-2.0
-1.8243426,-2.0
-1.8243426,-2.0
-1.8241167,-2.0
-1.8241167,-2.0
-1.8237836,-2.0
-1.8237836,-2.0
-1.8237836,-2.0
-1.824112,-2.0
-1.824112,-2.0
-1.8244196,-2.0
-1.8244196,-2.0
-1.8244196,-2.0
-1.8240649,-2.0
-1.8240649,-2.0
-1.8230892,-2.0
-1.8230892,-2.0
-1.8230892,-2.0
-1.8215619,-2.0
-1.8215619,-2.0
-1.8190467,-2.0
-1.8190467,-2.0
-1.8190467,-2.0
-1.8174917,-2.0
-1.8174917,-2.0
-1.8184838,-2.0
-1.8184838,-2.0
-1.8184838,-2.0
-1.8209924,-2.0
-1.8209924,-2.0
-1.8242236,-2.0
-1.8242236,-2.0
-1.8242236,-2.0
-1.8320056,-2.0
-1.8320056,-2.0
-1.841534,-2.0
-1.841534,-2.0
-1.841534,-2.0
-1.8523228,-2.0
-1.8523228,-2.0
-1.8612186,-2.0
-1.8612186,-2.0
-1.8612186,-2.0
-1.8676349,-2.0
-1.8676349,-2.0
-1.8758252,-2.0
-1.8758252,-2.0
-1.8758252,-2.0
-1.8860095,-2.0
-1.8860095,-2.0
-1.890878,-2.0
-1.890878,-2.0
-1.890878,-2.0
-1.8939784,-2.0
-1.8939784,-2.0
-1.8966115,-2.0
-1.8966115,-2.0
-1.8966115,-2.0
-1.8962781,-2.0
-1.8962781,-2.0
-1.8960443,-2.0
-1.8960443,-2.0
-1.8960443,-2.0
-1.8958764,-2.0
-1.8958764,-2.0
-1.8956962,-2.0
-1.8956962,-2.0
-1.8956962,-2.0
-1.8955503,-2.0
-1.8955503,-2.0
-1.8953736,-2.0
-1.8953736,-2.0
-1.8953736,-2.0
-1.8953257,-2.0
-1.8953257,-2.0
-1.8953917,-2.0
-1.8953917,-2.0
-1.8953917,-2.0
-1.8955026,-2.0
-1.8955026,-2.0
-1.895483,-2.0
-1.895483,-2.0
-1.895483,-2.0
-1.895406,-2.0
-1.895406,-2.0
-1.8953083,-2.0
-1.8953083,-2.0
-1.8953083,-2.0
-1.8952503,-2.0
-1.8952503,-2.0
-1.895066,-2.0
-1.895066,-2.0
-1.895066,-2.0
-1.8952394,-2.0
-1.8952394,-2.0
-1.8953309,-2.0
-1.8953309,-2.0
-1.8953309,-2.0
-1.8953638,-2.0
-1.8953638,-2.0
-1.8953388,-2.0
-1.8953388,-2.0
-1.8953388,-2.0
-1.8952944,-2.0
-1.8952944,-2.0
