Predicted_FRP,FRP_1_days_ago
-1.8972723,-2.0
-1.8972723,-2.0
-1.896894,-2.0
-1.896894,-2.0
-1.896894,-2.0
-1.8968086,-2.0
-1.8968086,-2.0
-1.8965988,-2.0
-1.8965988,-2.0
-1.8965988,-2.0
-1.8963752,-2.0
-1.8963752,-2.0
-1.8961911,-2.0
-1.8961911,-2.0
-1.8961911,-2.0
-1.8958375,-2.0
-1.8958375,-2.0
-1.8955657,-2.0
-1.8955657,-2.0
-1.8955657,-2.0
-1.8954792,-2.0
-1.8954792,-2.0
-1.896889,-2.0
-1.896889,-2.0
-1.896889,-2.0
-1.8978796,-2.0
-1.8978796,-2.0
-1.8960122,-2.0
-1.8960122,-2.0
-1.8960122,-2.0
-1.8948829,-2.0
-1.8948829,-2.0
-1.894875,-2.0
-1.894875,-2.0
-1.894875,-2.0
-1.8947954,-2.0
-1.8947954,-2.0
-1.8946683,-2.0
-1.8946683,-2.0
-1.8946683,-2.0
-1.9217072,-2.0
-1.9217072,-2.0
-1.9232901,-2.0
-1.9232901,-2.0
-1.9232901,-2.0
-1.9304609,-2.0
-1.9304609,-2.0
-1.9549806,-2.0
-1.9549806,-2.0
-1.9549806,-2.0
-2.0104058,-2.0
-2.0104058,-2.0
-2.0351515,-2.0
-2.0351515,-2.0
-2.0351515,-2.0
-2.0522764,-2.0
-2.0522764,-2.0
-2.0547183,-2.0
-2.0547183,-2.0
-2.0547183,-2.0
-2.0646222,-2.0
-2.0646222,-2.0
-2.0759807,-2.0
-2.0759807,-2.0
-2.0759807,-2.0
-2.0790014,-2.0
-2.0790014,-2.0
-2.0825868,-2.0
-2.0825868,-2.0
-2.0825868,-2.0
-2.0859141,-2.0
-2.0859141,-2.0
-2.0873735,-2.0
-2.0873735,-2.0
-2.0873735,-2.0
-2.0896802,-2.0
-2.0896802,-2.0
-2.0937545,-2.0
-2.0937545,-2.0
-2.0937545,-2.0
-2.1038442,-2.0
-2.1038442,-2.0
-2.1072035,-2.0
-2.1072035,-2.0
-2.1072035,-2.0
-2.1075625,-2.0
-2.1075625,-2.0
-2.1068735,-2.0
-2.1068735,-2.0
-2.1068735,-2.0
-2.101796,-2.0
-2.101796,-2.0
-2.102687,-2.0
-2.102687,-2.0
-2.102687,-2.0
-2.0989034,-2.0
-2.0989034,-2.0
-2.0961251,-2.0
-2.0961251,-2.0
-2.0961251,-2.0
-2.0985987,-2.0
-2.0985987,-2.0
-2.0949838,-2.0
-2.0949838,-2.0
-2.0949838,-2.0
-2.080929,-2.0
-2.080929,-2.0
-2.075279,-2.0
-2.075279,-2.0
-2.075279,-2.0
-2.0743108,-2.0
-2.0743108,-2.0
-2.0737007,-2.0
-2.0737007,-2.0
-2.0737007,-2.0
-2.0725284,-2.0
-2.0725284,-2.0
-2.0755847,-2.0
-2.0755847,-2.0
-2.0755847,-2.0
-2.0782347,-2.0
-2.0782347,-2.0
-2.0821395,-2.0
-2.0821395,-2.0
-2.0821395,-2.0
-2.089476,-2.0
-2.089476,-2.0
-2.088266,-2.0
-2.088266,-2.0
-2.088266,-2.0
-2.0802724,-2.0
-2.0802724,-2.0
-2.082982,-2.0
-2.082982,-2.0
-2.082982,-2.0
-2.0825734,-2.0
-2.0825734,-2.0
-2.089548,-2.0
-2.089548,-2.0
-2.089548,-2.0
-1.9256661,-2.0
-1.9256661,-2.0
-1.9418246,-2.0
-1.9418246,-2.0
-1.9418246,-2.0
-1.950974,-2.0
-1.950974,-2.0
-1.9538598,-2.0
-1.9538598,-2.0
-1.9538598,-2.0
-1.9570796,-2.0
-1.9511353,-2.0
-2.1523933,-2.0
-2.1523933,-2.0
-2.1523933,-2.0
-2.150299,-2.0
-2.150299,-2.0
-2.142979,-2.0
-2.142979,-2.0
-2.142979,-2.0
-2.1503174,-2.0
-2.1503174,-2.0
-2.1615257,-2.0
-2.1615257,-2.0
-2.1615257,-2.0
-2.1562867,-2.0
-2.1562867,-2.0
-2.1447132,-2.0
-2.1447132,-2.0
-2.1447132,-2.0
-2.1335487,-2.0
-2.1335487,-2.0
-2.1457472,-2.0
-2.1457472,-2.0
-2.1457472,-2.0
-2.1773062,-2.0
-2.1773062,-2.0
-2.1835873,-2.0
-2.1310728,-2.0
-2.148278,-2.0
-1.9825957,-2.0
-1.6198579,-2.0
-1.8637457,2.270399367981561
-1.7707387,-2.0
-1.7416378,-2.0
-1.9627218,-2.0
-1.943404,-2.0
-1.8610198,-2.0
-1.9131536,-2.0
-1.9683167,-2.0
-1.9860218,-2.0
-1.9860218,-2.0
-2.0004888,-2.0
-2.0043592,-2.0
-2.0043592,-2.0
-2.0306077,-2.0
-2.0306077,-2.0
-2.0443504,-2.0
-2.0443504,-2.0
-2.0443504,-2.0
-2.0449739,-2.0
-2.0449739,-2.0
-2.0347438,-2.0
-2.0347438,-2.0
-2.0347438,-2.0
-2.041943,-2.0
-2.0413442,-2.0
-2.0296576,-2.0
-2.0296576,-2.0
-2.0301158,-2.0
-2.0203605,-2.0
-2.0203605,-2.0
-2.0331562,-2.0
-2.0331562,-2.0
-2.0331562,-2.0
-2.0342205,-2.0
-2.0342205,-2.0
-2.0371866,-2.0
-2.0389893,-2.0
-2.0371866,-2.0
-2.0411024,-2.0
-2.0429869,-2.0
-2.0399241,-2.0
-2.0399241,-2.0
-2.0399241,-2.0
-2.0452952,-2.0
-2.0452952,-2.0
-2.0391178,-2.0
-2.0391178,-2.0
-2.0391178,-2.0
-2.0088143,-2.0
-2.0088143,-2.0
-1.9860196,-2.0
-1.9860196,-2.0
-1.9860196,-2.0
-1.9752175,-2.0
-1.9744289,-2.0
-1.9449463,-2.0
-1.9449463,-2.0
-1.9449463,-2.0
-1.9283154,-2.0
-1.9283154,-2.0
-1.8936527,-2.0
-1.896383,-2.0
-1.896383,-2.0
-1.8948958,-2.0
-1.8948958,-2.0
-1.8888996,-2.0
-1.8888996,-2.0
-1.8888996,-2.0
-1.885642,-2.0
-1.885642,-2.0
-1.8850707,-2.0
-1.8850707,-2.0
-1.8819833,-2.0
-1.8748277,-2.0
-1.8786235,-2.0
-1.8757702,-2.0
-1.8757702,-2.0
-1.871606,-2.0
-1.9203211,-2.0
-1.921944,-2.0
-1.8918605,-2.0
