Predicted_FRP,FRP_1_days_ago
-2.0858352,-2.0
-2.0858352,-2.0
-2.0510335,-2.0
-2.0510335,-2.0
-2.0510335,-2.0
-2.022169,-2.0
-2.022169,-2.0
-2.023422,-2.0
-2.023422,-2.0
-2.023422,-2.0
-2.0357208,-2.0
-2.0357208,-2.0
-2.0431774,-2.0
-2.0431774,-2.0
-2.0431774,-2.0
-2.0645943,-2.0
-2.0645943,-2.0
-2.0853763,-2.0
-2.0853763,-2.0
-2.0853763,-2.0
-2.087994,-2.0
-2.087994,-2.0
-2.0870123,-2.0
-2.0870123,-2.0
-2.0870123,-2.0
-2.0825472,-2.0
-2.0825472,-2.0
-2.0788617,-2.0
-2.0788617,-2.0
-2.0788617,-2.0
-2.0766323,-2.0
-2.0766323,-2.0
-2.0727808,-2.0
-2.0727808,-2.0
-2.0727808,-2.0
-2.068696,-2.0
-2.068696,-2.0
-2.0704727,-2.0
-2.0704727,-2.0
-2.0704727,-2.0
-2.0730762,-2.0
-2.0730762,-2.0
-2.073403,-2.0
-2.073403,-2.0
-2.073403,-2.0
-2.0708718,-2.0
-2.0708718,-2.0
-2.0730202,-2.0
-2.0730202,-2.0
-2.0730202,-2.0
-2.0733867,-2.0
-2.0733867,-2.0
-2.0730383,-2.0
-2.0730383,-2.0
-2.0730383,-2.0
-2.0760078,-2.0
-2.0760078,-2.0
-2.0773082,-2.0
-2.0773082,-2.0
-2.0773082,-2.0
-2.078309,-2.0
-2.078309,-2.0
-2.0795946,-2.0
-2.0795946,-2.0
-2.0795946,-2.0
-2.0741892,-2.0
-2.0741892,-2.0
-2.073126,-2.0
-2.073126,-2.0
-2.073126,-2.0
-2.0700853,-2.0
-2.0700853,-2.0
-2.0686166,-2.0
-2.0686166,-2.0
-2.0686166,-2.0
-2.0698657,-2.0
-2.0698657,-2.0
-2.0710123,-2.0
-2.0710123,-2.0
-2.0710123,-2.0
-2.0421839,-2.0
-2.0421839,-2.0
-2.030238,-2.0
-2.030238,-2.0
-2.030238,-2.0
-2.017693,-2.0
-2.017693,-2.0
-2.012206,-2.0
-2.012206,-2.0
-2.012206,-2.0
-2.0201762,-2.0
-2.0201762,-2.0
-2.0292635,-2.0
-2.0292635,-2.0
-2.0292635,-2.0
-1.9909016,-2.0
-1.9909016,-2.0
-1.9501938,-2.0
-1.9501938,-2.0
-1.9501938,-2.0
-1.9419408,-2.0
-1.9419408,-2.0
-1.9630315,-2.0
-1.9630315,-2.0
-1.9630315,-2.0
-2.0290525,-2.0
-2.0290525,-2.0
-2.06996,-2.0
-2.06996,-2.0
-2.06996,-2.0
-2.0721183,-2.0
-2.0721183,-2.0
-2.070856,-2.0
-2.070856,-2.0
-2.070856,-2.0
-2.0684493,-2.0
-2.0684493,-2.0
-2.0705123,-2.0
-2.0705123,-2.0
-2.0705123,-2.0
-2.0723612,-2.0
-2.0723612,-2.0
-2.0739202,-2.0
-2.0739202,-2.0
-2.0739202,-2.0
-2.0740323,-2.0
-2.0740323,-2.0
-2.0756404,-2.0
-2.0756404,-2.0
-2.0756404,-2.0
-2.074458,-2.0
-2.074458,-2.0
-2.0734115,-2.0
-2.0734115,-2.0
-2.0734115,-2.0
-2.0727043,-2.0
-2.0727043,-2.0
-2.0697162,-2.0
-2.0697162,-2.0
-2.0697162,-2.0
-1.8951464,-2.0
-1.8951464,-2.0
-1.9050884,-2.0
-1.9050884,-2.0
-1.9050884,-2.0
-1.907417,-2.0
-1.907417,-2.0
-1.9158068,-2.0
-1.9158068,-2.0
-1.9158068,-2.0
-1.9266733,-2.0
-1.9268762,-2.0
-2.1226366,-2.0
-2.1226366,-2.0
-2.1226366,-2.0
-2.1443057,-2.0
-2.1443057,-2.0
-2.1436687,-2.0
-2.1436687,-2.0
-2.1436687,-2.0
-2.1581347,-2.0
-2.1581347,-2.0
-2.1672058,-2.0
-2.1672058,-2.0
-2.1672058,-2.0
-2.1646028,-2.0
-2.1646028,-2.0
-2.1604116,-2.0
-2.1604116,-2.0
-2.1604116,-2.0
-2.1666493,-2.0
-2.1666493,-2.0
-2.1875696,-2.0
-2.1875696,-2.0
-2.1875696,-2.0
-2.2102132,-2.0
-2.2102132,-2.0
-2.1907215,-2.0
-2.1379297,-2.0
-2.1505728,-2.0
-1.9872472,-2.0
-1.9801666,-2.0
-1.5518948,-2.0
-1.8666465,-2.0
-1.9876769,-2.0
-1.9845313,-2.0
-1.951194,-2.0
-1.9948759,-2.0
-1.9948759,-2.0
-1.990619,-2.0
-2.009544,-2.0
-2.009544,-2.0
-2.016632,-2.0
-2.0208716,-2.0
-2.0208716,-2.0
-2.0223842,-2.0
-2.0223842,-2.0
-2.0490472,-2.0
-2.0490472,-2.0
-2.0490472,-2.0
-2.0458138,-2.0
-2.0458138,-2.0
-2.038701,-2.0
-2.038701,-2.0
-2.038701,-2.0
-2.0384736,-2.0
-2.0378985,-2.0
-2.0433462,-2.0
-2.0433462,-2.0
-2.04395,-2.0
-2.0361533,-2.0
-2.0361533,-2.0
-2.0279522,-2.0
-2.0279522,-2.0
-2.0279522,-2.0
-2.0394533,-2.0
-2.0394533,-2.0
-2.0425234,-2.0
-2.0445604,-2.0
-2.0425234,-2.0
-2.0484698,-2.0
-2.0505803,-2.0
-2.0350585,-2.0
-2.0350585,-2.0
-2.0350585,-2.0
-2.0239954,-2.0
-2.0239954,-2.0
-2.0411575,-2.0
-2.0411575,-2.0
-2.0411575,-2.0
-2.051767,-2.0
-2.051767,-2.0
-2.045901,-2.0
-2.045901,-2.0
-2.045901,-2.0
-2.0520306,-2.0
-2.0540705,-2.0
-2.0403614,-2.0
-2.0403614,-2.0
-2.0403614,-2.0
-2.0229764,-2.0
-2.0229764,-2.0
-2.0194337,-2.0
-2.0180824,-2.0
-2.0180824,-2.0
-2.017178,-2.0
-2.017178,-2.0
-2.0180752,-2.0
-2.0180752,-2.0
-2.0180752,-2.0
-2.0276856,-2.0
-2.0276856,-2.0
-2.0291545,-2.0
-2.0291545,-2.0
-2.03083,-2.0
-2.0227118,-2.0
-2.0211978,-2.0
-1.9982857,-2.0
-1.9982857,-2.0
-1.9982857,-2.0
-1.9692886,-2.0
