Predicted_FRP,FRP_1_days_ago
-1.9619322,-2.0
-1.9619322,-2.0
-1.9879518,-2.0
-1.9879518,-2.0
-1.9879518,-2.0
-2.0284786,-2.0
-2.0284786,-2.0
-2.0301423,-2.0
-2.0301423,-2.0
-2.0301423,-2.0
-2.0059552,-2.0
-2.0059552,-2.0
-1.9962242,-2.0
-1.9962242,-2.0
-1.9962242,-2.0
-2.025298,-2.0
-2.025298,-2.0
-2.0600579,-2.0
-2.0600579,-2.0
-2.0600579,-2.0
-2.0804377,-2.0
-2.0804377,-2.0
-2.0571644,-2.0
-2.0571644,-2.0
-2.0571644,-2.0
-1.965911,-2.0
-1.965911,-2.0
-1.9851891,-2.0
-1.9851891,-2.0
-1.9851891,-2.0
-1.9574873,-2.0
-1.9574873,-2.0
-1.947478,-2.0
-1.947478,-2.0
-1.947478,-2.0
-1.9193739,-2.0
-1.9193739,-2.0
-1.897161,-2.0
-1.897161,-2.0
-1.897161,-2.0
-1.8963892,-2.0
-1.8963892,-2.0
-1.8950691,-2.0
-1.8950691,-2.0
-1.8950691,-2.0
-1.8953159,-2.0
-1.8953159,-2.0
-1.8954704,-2.0
-1.8954704,-2.0
-1.8954704,-2.0
-1.8856057,-2.0
-1.8856057,-2.0
-1.8782995,-2.0
-1.8782995,-2.0
-1.8782995,-2.0
-1.8712704,-2.0
-1.8712704,-2.0
-1.8651558,-2.0
-1.8651558,-2.0
-1.8651558,-2.0
-1.8617637,-2.0
-1.8617637,-2.0
-1.8618046,-2.0
-1.8618046,-2.0
-1.8618046,-2.0
-1.8625885,-2.0
-1.8625885,-2.0
-1.8594549,-2.0
-1.8594549,-2.0
-1.8594549,-2.0
-1.8551055,-2.0
-1.8551055,-2.0
-1.8513582,-2.0
-1.8513582,-2.0
-1.8513582,-2.0
-1.8484392,-2.0
-1.8484392,-2.0
-1.8439798,-2.0
-1.8439798,-2.0
-1.8439798,-2.0
-1.8401684,-2.0
-1.8401684,-2.0
-1.8374017,-2.0
-1.8374017,-2.0
-1.8374017,-2.0
-1.8329941,-2.0
-1.8329941,-2.0
-1.8276925,-2.0
-1.8276925,-2.0
-1.8276925,-2.0
-1.8230208,-2.0
-1.8230208,-2.0
-1.8233839,-2.0
-1.8233839,-2.0
-1.8233839,-2.0
-1.8364342,-2.0
-1.8364342,-2.0
-1.8551264,-2.0
-1.8551264,-2.0
-1.8551264,-2.0
-1.872742,-2.0
-1.872742,-2.0
-1.8874626,-2.0
-1.8874626,-2.0
-1.8874626,-2.0
-1.895905,-2.0
-1.895905,-2.0
-1.8958688,-2.0
-1.8958688,-2.0
-1.8958688,-2.0
-1.8958817,-2.0
-1.8958817,-2.0
-1.8943241,-2.0
-1.8943241,-2.0
-1.8943241,-2.0
-1.8960786,-2.0
-1.8960786,-2.0
-1.8961151,-2.0
-1.8961151,-2.0
-1.8961151,-2.0
-1.8961847,-2.0
-1.8961847,-2.0
-1.8880278,-2.0
-1.8880278,-2.0
-1.8880278,-2.0
-1.8761334,-2.0
-1.8761334,-2.0
-1.871249,-2.0
-1.871249,-2.0
-1.871249,-2.0
-1.8754491,-2.0
-1.8754491,-2.0
-1.8855648,-2.0
-1.8855648,-2.0
-1.8855648,-2.0
-1.8962686,-2.0
-1.8962686,-2.0
-1.8974509,-2.0
-1.8974509,-2.0
-1.8974509,-2.0
-1.8605678,-2.0
-1.8605678,-2.0
-1.8300202,-2.0
-1.8300202,-2.0
-1.8300202,-2.0
-1.829599,-2.0
-1.829599,-2.0
-1.8428363,-2.0
-1.8428363,-2.0
-1.8428363,-2.0
-1.8582242,-2.0
-1.8692988,-2.0
-2.0503876,-2.0
-2.0503876,-2.0
-2.0503876,-2.0
-2.0766404,-2.0
-2.0766404,-2.0
-2.0785608,-2.0
-2.0785608,-2.0
-2.0785608,-2.0
-2.090897,-2.0
-2.090897,-2.0
-2.1087935,-2.0
-2.1087935,-2.0
-2.1087935,-2.0
-2.119974,-2.0
-2.119974,-2.0
-2.1228912,-2.0
